"Book Name","Enhanced Typesetting Status","Conversion Status","Error Count","Quality Issue Count","Output File Path","Log File Path","Quality Report Path"
"Ngu-vung-Danh-tu-Thien-hoc","Not Supported","Success","0","0","C:\Users\Dan\Documents\Code\tudien\dict\Ngu-vung-Danh-tu-Thien-hoc\output\Mobi\Ngu-vung-Danh-tu-Thien-hoc.mobi","C:\Users\Dan\Documents\Code\tudien\dict\Ngu-vung-Danh-tu-Thien-hoc\output\Logs\Ngu-vung-Danh-tu-Thien-hoc_log.csv",""
